,mixed,sample_name,1_count_neighbours,1_mean,1_sd,1_percentile_5,1_percentile_25,1_percentile_50,1_percentile_75,1_percentile_95,1_neighbours_snp_0,1_neighbours_snp_1,1_neighbours_snp_2,1_neighbours_snp_3,1_neighbours_snp_4,1_neighbours_snp_5,1_neighbours_snp_6,1_neighbours_snp_7,1_neighbours_snp_8,1_neighbours_snp_9,1_neighbours_snp_10,1_neighbours_snp_11,1_neighbours_snp_12,1_neighbours_snp_13,1_neighbours_snp_14,1_neighbours_snp_15,2_count_neighbour_matrix,2_mean,2_sd,2_percentile_5,2_percentile_25,2_percentile_50,2_percentile_75,2_percentile_95,2_neighbours_snp_0,2_neighbours_snp_1,2_neighbours_snp_2,2_neighbours_snp_3,2_neighbours_snp_4,2_neighbours_snp_5,2_neighbours_snp_6,2_neighbours_snp_7,2_neighbours_snp_8,2_neighbours_snp_9,2_neighbours_snp_10,2_neighbours_snp_11,2_neighbours_snp_12,2_neighbours_snp_13,2_neighbours_snp_14,2_neighbours_snp_15,2_sample_vertex_betweenness
0,False,820:14-11-2020:1,89,1.5617977528089888,1.147676072645137,0.0,1.0,2.0,3.0,3.0,22.0,42.0,64.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0,4005,2.1318352059925094,1.8354097699928493,0.0,1.0,2.0,3.0,6.0,890.0,1848.0,2508.0,3035.0,3480.0,3776.0,3960.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,4005.0,0.0
2,False,309:03-08-2020:0,33,2.242424242424242,0.902437775912522,0.0,2.0,2.0,3.0,3.0,3.0,4.0,18.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,561,1.2923351158645275,1.365425784585564,0.0,0.0,1.0,2.0,4.0,183.0,368.0,479.0,530.0,533.0,549.0,560.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,561.0,0.0
3,False,508:19-01-2021:0,36,1.4166666666666667,1.1801936887041646,0.0,0.0,1.0,2.25,3.0,11.0,19.0,27.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,666,1.8363363363363363,1.6420968901018589,0.0,0.0,2.0,3.0,5.0,176.0,331.0,458.0,548.0,609.0,651.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,0.17287630352624198
5,False,899:31-01-2021:1,20,2.1,0.9119095061289915,0.9500000000000001,1.75,2.0,3.0,3.0,1.0,5.0,12.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,210,1.0714285714285714,1.0069817791231317,0.0,0.0,1.0,2.0,3.0,78.0,138.0,189.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,0.0
6,False,172:19-12-2020:0,6,2.6666666666666665,0.816496580927726,1.5,3.0,3.0,3.0,3.0,0.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,21,2.0476190476190474,0.7400128699009549,1.0,2.0,2.0,2.0,3.0,1.0,3.0,16.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,21.0,0.5
7,False,261:31-03-2021:0,15,2.0,0.7559289460184544,1.0,1.5,2.0,2.5,3.0,0.0,4.0,11.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,120,1.8416666666666666,0.9257822795515437,0.0,1.0,2.0,2.25,3.0,7.0,45.0,90.0,117.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0
8,False,380:09-11-2020:0,36,1.3611111111111112,1.2456272723360313,0.0,0.0,1.0,3.0,3.0,12.0,22.0,25.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,666,1.2612612612612613,1.6344691904858377,0.0,0.0,1.0,2.0,4.0,313.0,470.0,520.0,575.0,633.0,645.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,0.0
9,True,848+421,150,1.2066666666666668,1.0948118447438806,0.0,0.0,1.0,2.0,3.0,55.0,86.0,128.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,150.0,11325,4.699337748344371,3.335518542674642,0.0,2.0,4.0,7.0,11.0,1066.0,2285.0,3554.0,4790.0,5837.0,6936.0,7979.0,8956.0,9652.0,10191.0,10694.0,10977.0,11173.0,11266.0,11305.0,11320.0,0.8035854744846888
10,False,667:16-02-2021:0,12,2.4166666666666665,0.6685579234215215,1.55,2.0,2.5,3.0,3.0,0.0,1.0,6.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,78,1.858974358974359,1.113370441314902,0.0,1.0,2.0,3.0,4.0,9.0,31.0,54.0,73.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,0.0
11,False,297:03-09-2020:0,3,1.3333333333333333,1.5275252316519468,0.1,0.5,1.0,2.0,2.8,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,6,2.0,1.5491933384829668,0.25,1.0,2.0,3.0,3.75,1.0,3.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,0.5
12,False,284:17-02-2021:0,19,1.4210526315789473,0.9612370197756298,0.0,1.0,2.0,2.0,3.0,4.0,9.0,17.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,190,1.3263157894736841,1.0125362912109446,0.0,1.0,1.0,2.0,3.0,45.0,112.0,163.0,188.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,0.9176465021484268
13,False,179:07-02-2021:0,20,2.3,0.7326950970650465,1.9000000000000001,2.0,2.0,3.0,3.0,1.0,1.0,12.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,210,0.6857142857142857,0.8221140413130824,0.0,0.0,0.0,1.0,2.0,106.0,178.0,202.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,0.0
14,False,100:06-05-2021:0,9,2.111111111111111,1.0540925533894598,0.4,2.0,2.0,3.0,3.0,1.0,2.0,5.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,45,0.7555555555555555,1.0259265336880865,0.0,0.0,0.0,1.0,3.0,26.0,34.0,41.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,0.0
16,False,537:23-09-2020:0,8,1.125,0.9910312089651149,0.0,0.75,1.0,1.25,2.6499999999999995,2.0,6.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,36,0.7777777777777778,0.9292427365828928,0.0,0.0,0.5,1.0,2.25,18.0,28.0,34.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0
18,False,612:10-06-2021:0,2,2.5,0.7071067811865476,2.05,2.25,2.5,2.75,2.9499999999999997,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3,1.6666666666666667,1.5275252316519468,0.2,1.0,2.0,2.5,2.9,1.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0
