,mixed,sample_name,1_count_neighbours,1_mean,1_sd,1_percentile_5,1_percentile_25,1_percentile_50,1_percentile_75,1_percentile_95,1_neighbours_snp_0,1_neighbours_snp_1,1_neighbours_snp_2,1_neighbours_snp_3,1_neighbours_snp_4,1_neighbours_snp_5,1_neighbours_snp_6,1_neighbours_snp_7,1_neighbours_snp_8,1_neighbours_snp_9,1_neighbours_snp_10,1_neighbours_snp_11,1_neighbours_snp_12,1_neighbours_snp_13,1_neighbours_snp_14,1_neighbours_snp_15,2_count_neighbour_matrix,2_mean,2_sd,2_percentile_5,2_percentile_25,2_percentile_50,2_percentile_75,2_percentile_95,2_neighbours_snp_0,2_neighbours_snp_1,2_neighbours_snp_2,2_neighbours_snp_3,2_neighbours_snp_4,2_neighbours_snp_5,2_neighbours_snp_6,2_neighbours_snp_7,2_neighbours_snp_8,2_neighbours_snp_9,2_neighbours_snp_10,2_neighbours_snp_11,2_neighbours_snp_12,2_neighbours_snp_13,2_neighbours_snp_14,2_neighbours_snp_15,2_sample_vertex_betweenness
0,False,820:14-11-2020:1,223,4.430493273542601,2.736698087522964,0.0,2.0,5.0,7.0,8.0,28.0,41.0,65.0,85.0,110.0,133.0,151.0,183.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,223.0,24976,7.130164958360026,4.261802002101925,0.0,4.0,7.0,10.0,15.0,1738.0,2752.0,4183.0,5733.0,7431.0,9372.0,11301.0,13395.0,15508.0,17383.0,19176.0,20631.0,21909.0,22884.0,23668.0,24469.0,0.0
1,False,293:17-04-2021:0,22,6.318181818181818,2.0327406701383803,4.0,6.0,7.0,8.0,8.0,1.0,1.0,1.0,1.0,5.0,5.0,9.0,14.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,253,3.9367588932806323,3.532720152483614,0.0,0.0,4.0,7.0,10.399999999999977,67.0,106.0,114.0,118.0,131.0,148.0,189.0,210.0,236.0,236.0,240.0,245.0,253.0,253.0,253.0,253.0,0.0
2,False,309:03-08-2020:0,92,5.021739130434782,2.422324108174913,2.0,3.0,5.0,8.0,8.0,3.0,3.0,18.0,31.0,42.0,50.0,59.0,68.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,4278,6.5,4.4022519584133555,0.0,3.0,6.0,10.0,15.0,235.0,521.0,946.0,1346.0,1696.0,2009.0,2383.0,2653.0,2918.0,3101.0,3373.0,3593.0,3787.0,3910.0,4032.0,4138.0,0.0
3,False,508:19-01-2021:0,149,5.080536912751678,2.5027465413655916,0.0,4.0,6.0,7.0,8.0,15.0,19.0,25.0,36.0,49.0,73.0,100.0,118.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,149.0,11175,7.907919463087248,4.663667930032943,0.0,4.0,8.0,12.0,15.0,1134.0,1541.0,2045.0,2469.0,2956.0,3553.0,4188.0,4891.0,5599.0,6313.0,7092.0,8068.0,9050.0,9988.0,10589.0,10953.0,0.0
4,False,646:27-12-2020:0,27,6.222222222222222,1.6251232694862383,4.0,4.5,6.0,8.0,8.0,0.0,0.0,0.0,0.0,7.0,8.0,16.0,17.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,378,4.023809523809524,2.228811648424579,0.0,2.0,4.0,6.0,8.0,31.0,39.0,117.0,135.0,245.0,265.0,332.0,339.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,378.0,0.0
5,False,899:31-01-2021:1,69,5.463768115942029,2.5413041472772315,1.0,3.0,7.0,8.0,8.0,1.0,6.0,12.0,18.0,27.0,32.0,34.0,45.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,69.0,2415,4.799585921325051,3.349498199437791,0.0,2.0,5.0,8.0,9.0,496.0,597.0,721.0,861.0,1105.0,1292.0,1436.0,1728.0,2008.0,2315.0,2415.0,2415.0,2415.0,2415.0,2415.0,2415.0,0.0
6,False,172:19-12-2020:0,29,5.724137931034483,2.051072049374214,3.0,4.0,6.0,8.0,8.0,0.0,1.0,1.0,6.0,9.0,11.0,17.0,21.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,435,4.11264367816092,2.3147893872455034,1.0,2.0,4.0,6.0,8.0,15.0,45.0,124.0,196.0,263.0,322.0,356.0,398.0,415.0,427.0,435.0,435.0,435.0,435.0,435.0,435.0,0.0
7,False,261:31-03-2021:0,37,4.378378378378378,2.2527927279434907,1.0,2.0,4.0,6.0,8.0,0.0,3.0,11.0,14.0,21.0,22.0,31.0,32.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,703,4.378378378378378,2.3688840435132343,1.0,2.0,4.0,6.0,8.0,32.0,73.0,192.0,254.0,383.0,455.0,568.0,621.0,681.0,693.0,703.0,703.0,703.0,703.0,703.0,703.0,0.0
8,False,380:09-11-2020:0,151,5.317880794701987,2.6692592253960705,0.0,3.0,6.0,8.0,8.0,17.0,22.0,23.0,39.0,46.0,66.0,83.0,109.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,151.0,11476,6.310474032764029,4.855190884030348,0.0,2.0,5.0,10.0,15.0,1582.0,2280.0,3120.0,4037.0,4860.0,5809.0,6457.0,7085.0,7852.0,8448.0,8868.0,9349.0,9686.0,10182.0,10567.0,11015.0,0.0
9,True,848+421,307,3.8599348534201954,2.9064820495297723,0.0,1.0,4.0,7.0,8.0,64.0,82.0,128.0,147.0,168.0,195.0,226.0,261.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,307.0,47278,9.801091416726596,5.294390838700695,1.0,6.0,10.0,14.0,18.0,1989.0,3156.0,4805.0,6548.0,8480.0,10775.0,13263.0,16190.0,19619.0,22814.0,26082.0,29278.0,32209.0,34979.0,37329.0,39761.0,0.7043302719144242
