,mixed,sample_name,1_count_neighbours,1_mean,1_sd,1_percentile_5,1_percentile_25,1_percentile_50,1_percentile_75,1_percentile_95,1_neighbours_snp_0,1_neighbours_snp_1,1_neighbours_snp_2,1_neighbours_snp_3,1_neighbours_snp_4,1_neighbours_snp_5,1_neighbours_snp_6,1_neighbours_snp_7,1_neighbours_snp_8,1_neighbours_snp_9,1_neighbours_snp_10,1_neighbours_snp_11,1_neighbours_snp_12,1_neighbours_snp_13,1_neighbours_snp_14,1_neighbours_snp_15,2_count_neighbour_matrix,2_mean,2_sd,2_percentile_5,2_percentile_25,2_percentile_50,2_percentile_75,2_percentile_95,2_neighbours_snp_0,2_neighbours_snp_1,2_neighbours_snp_2,2_neighbours_snp_3,2_neighbours_snp_4,2_neighbours_snp_5,2_neighbours_snp_6,2_neighbours_snp_7,2_neighbours_snp_8,2_neighbours_snp_9,2_neighbours_snp_10,2_neighbours_snp_11,2_neighbours_snp_12,2_neighbours_snp_13,2_neighbours_snp_14,2_neighbours_snp_15,2_sample_vertex_betweenness
0,False,820:14-11-2020:1,165,3.1636363636363636,2.006972325604614,0.0,1.0,3.0,5.0,6.0,22.0,42.0,64.0,89.0,112.0,139.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,165.0,13695,4.995399780941949,3.283017343262855,0.0,2.0,5.0,7.0,11.0,1120.0,2375.0,3683.0,5049.0,6458.0,7937.0,9215.0,10427.0,11413.0,12201.0,12833.0,13326.0,13586.0,13695.0,13695.0,13695.0,0.0
1,False,293:17-04-2021:0,18,5.277777777777778,1.5264551613058026,3.4000000000000004,5.25,6.0,6.0,6.0,1.0,1.0,1.0,1.0,4.0,5.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,171,3.719298245614035,3.387282717832439,0.0,1.0,4.0,6.0,10.5,39.0,74.0,81.0,82.0,91.0,110.0,146.0,150.0,157.0,158.0,162.0,166.0,171.0,171.0,171.0,171.0,0.0
2,False,309:03-08-2020:0,61,3.4918032786885247,1.618877706104573,1.0,2.0,3.0,5.0,6.0,3.0,4.0,18.0,33.0,43.0,52.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,61.0,1891,3.6641988365943945,2.8758956517225256,0.0,2.0,3.0,5.0,10.0,213.0,464.0,769.0,1074.0,1308.0,1488.0,1579.0,1641.0,1721.0,1790.0,1847.0,1873.0,1887.0,1891.0,1891.0,1891.0,0.0
3,False,508:19-01-2021:0,97,3.752577319587629,2.0362901716676434,0.0,2.0,4.0,5.0,6.0,11.0,19.0,27.0,36.0,51.0,74.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,4753,5.6656848306332845,3.4916860488564376,0.0,3.0,6.0,8.0,11.0,403.0,784.0,1116.0,1457.0,1801.0,2266.0,2721.0,3155.0,3574.0,3925.0,4295.0,4610.0,4753.0,4753.0,4753.0,4753.0,0.10715452707017001
4,False,646:27-12-2020:0,16,5.0,1.0954451150103321,3.75,4.0,5.5,6.0,6.0,0.0,0.0,0.0,1.0,7.0,8.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,136,2.3161764705882355,1.640696355694866,0.0,1.0,2.0,4.0,6.0,25.0,36.0,88.0,97.0,127.0,128.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0
5,False,899:31-01-2021:1,36,3.3055555555555554,1.6181019647271826,1.0,2.0,3.0,4.25,6.0,1.0,5.0,12.0,20.0,27.0,32.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,666,2.6966966966966965,1.9142256263226325,0.0,1.0,3.0,4.0,6.0,117.0,197.0,310.0,446.0,538.0,609.0,651.0,664.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,666.0,0.0
6,False,172:19-12-2020:0,17,4.294117647058823,1.5315313367000094,2.6000000000000005,3.0,4.0,6.0,6.0,0.0,1.0,1.0,6.0,10.0,11.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,153,3.4052287581699345,1.961598128328599,0.0,2.0,3.0,5.0,7.0,12.0,22.0,51.0,91.0,105.0,132.0,142.0,148.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,153.0,0.0
7,False,261:31-03-2021:0,31,3.5161290322580645,1.7295657979569223,1.0,2.0,4.0,4.5,6.0,0.0,4.0,11.0,15.0,23.0,24.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,496,3.596774193548387,1.9422754741784978,0.0,2.0,4.0,5.0,6.0,31.0,74.0,157.0,231.0,337.0,397.0,475.0,482.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,496.0,0.0
8,False,380:09-11-2020:0,98,3.836734693877551,2.1331641352357513,0.0,2.25,4.5,6.0,6.0,12.0,22.0,25.0,36.0,49.0,68.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,4851,3.9150690579262006,3.491285423393675,0.0,1.0,3.0,6.0,11.0,888.0,1626.0,2112.0,2634.0,3038.0,3406.0,3751.0,4006.0,4191.0,4368.0,4544.0,4704.0,4807.0,4847.0,4851.0,4851.0,0.0
9,True,848+421,235,2.6212765957446806,2.133667458831683,0.0,1.0,2.0,5.0,6.0,55.0,86.0,128.0,150.0,174.0,201.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,235.0,27730,7.431229715109989,4.373404533086613,1.0,4.0,7.0,11.0,15.0,1279.0,2676.0,4177.0,5825.0,7701.0,9912.0,12227.0,14540.0,16672.0,18804.0,20788.0,22501.0,23897.0,25089.0,26028.0,26661.0,0.7545588790983475
