,mixed,sample_name,1_count_neighbours,1_mean,1_sd,1_percentile_5,1_percentile_25,1_percentile_50,1_percentile_75,1_percentile_95,1_neighbours_snp_0,1_neighbours_snp_1,1_neighbours_snp_2,1_neighbours_snp_3,1_neighbours_snp_4,1_neighbours_snp_5,1_neighbours_snp_6,1_neighbours_snp_7,1_neighbours_snp_8,1_neighbours_snp_9,1_neighbours_snp_10,1_neighbours_snp_11,1_neighbours_snp_12,1_neighbours_snp_13,1_neighbours_snp_14,1_neighbours_snp_15,2_count_neighbour_matrix,2_mean,2_sd,2_percentile_5,2_percentile_25,2_percentile_50,2_percentile_75,2_percentile_95,2_neighbours_snp_0,2_neighbours_snp_1,2_neighbours_snp_2,2_neighbours_snp_3,2_neighbours_snp_4,2_neighbours_snp_5,2_neighbours_snp_6,2_neighbours_snp_7,2_neighbours_snp_8,2_neighbours_snp_9,2_neighbours_snp_10,2_neighbours_snp_11,2_neighbours_snp_12,2_neighbours_snp_13,2_neighbours_snp_14,2_neighbours_snp_15,2_sample_vertex_betweenness
0,False,820:14-11-2020:1,311,5.855305466237942,3.2550153589552444,0.0,3.0,7.0,9.0,10.0,28.0,41.0,65.0,85.0,110.0,133.0,151.0,183.0,223.0,270.0,311.0,311.0,311.0,311.0,311.0,311.0,48516,9.728337043449583,5.1152631790721275,1.0,6.0,10.0,14.0,18.0,1996.0,3179.0,4824.0,6586.0,8586.0,10963.0,13433.0,16423.0,19909.0,23420.0,26888.0,30131.0,33214.0,36054.0,38574.0,40994.0,0.0
1,False,293:17-04-2021:0,38,7.684210526315789,2.255387102363544,4.0,7.0,8.0,9.0,10.0,1.0,1.0,1.0,1.0,5.0,5.0,9.0,14.0,22.0,29.0,38.0,38.0,38.0,38.0,38.0,38.0,741,5.615384615384615,3.9296834023126648,0.0,2.0,6.0,9.0,12.0,87.0,162.0,221.0,271.0,313.0,358.0,421.0,464.0,521.0,581.0,658.0,699.0,725.0,732.0,741.0,741.0,0.0
2,False,309:03-08-2020:0,167,7.119760479041916,2.9571281966123433,2.0,4.5,8.0,10.0,10.0,3.0,3.0,18.0,31.0,42.0,50.0,59.0,68.0,92.0,115.0,167.0,167.0,167.0,167.0,167.0,167.0,14028,9.406686626746508,5.419395504694432,0.0,6.0,9.0,14.0,18.0,926.0,1313.0,1862.0,2361.0,2967.0,3502.0,4208.0,5067.0,6359.0,7491.0,8498.0,9105.0,9630.0,10109.0,10724.0,11555.0,0.0
3,False,508:19-01-2021:0,206,6.334951456310679,2.953202766996853,0.0,5.0,7.0,9.0,10.0,15.0,19.0,25.0,36.0,49.0,73.0,100.0,118.0,149.0,171.0,206.0,206.0,206.0,206.0,206.0,206.0,21321,9.36292856807842,5.3567900605953485,0.0,5.0,10.0,14.0,17.0,1430.0,2113.0,3089.0,3960.0,5002.0,5888.0,6901.0,8031.0,9126.0,10139.0,11232.0,12478.0,13826.0,15500.0,17166.0,18699.0,0.0
4,False,646:27-12-2020:0,49,7.775510204081633,2.13371063840329,4.0,6.0,8.0,10.0,10.0,0.0,0.0,0.0,0.0,7.0,8.0,16.0,17.0,27.0,34.0,49.0,49.0,49.0,49.0,49.0,49.0,1225,5.999183673469388,3.2291309844547813,1.0,4.0,6.0,8.0,11.0,47.0,96.0,223.0,284.0,448.0,532.0,729.0,790.0,925.0,990.0,1118.0,1169.0,1225.0,1225.0,1225.0,1225.0,0.0
5,False,899:31-01-2021:1,111,7.027027027027027,2.85230197132536,1.5,5.0,8.0,9.0,10.0,1.0,6.0,12.0,18.0,27.0,32.0,34.0,45.0,69.0,86.0,111.0,111.0,111.0,111.0,111.0,111.0,6216,5.4835907335907335,4.18587300146154,0.0,1.0,6.0,9.0,12.0,1173.0,1670.0,2098.0,2441.0,2862.0,3088.0,3360.0,3745.0,4187.0,4843.0,5365.0,5855.0,6059.0,6192.0,6216.0,6216.0,0.0
6,False,172:19-12-2020:0,34,6.264705882352941,2.3134497856822915,3.0,4.25,6.5,8.0,9.349999999999998,0.0,1.0,1.0,6.0,9.0,11.0,17.0,21.0,29.0,32.0,34.0,34.0,34.0,34.0,34.0,34.0,595,4.571428571428571,2.4493915570032896,1.0,3.0,4.0,6.0,9.0,18.0,50.0,130.0,220.0,309.0,400.0,464.0,521.0,552.0,575.0,588.0,593.0,595.0,595.0,595.0,595.0,0.0
7,False,261:31-03-2021:0,44,5.25,2.894461431206881,1.15,2.75,5.5,8.0,10.0,0.0,3.0,11.0,14.0,21.0,22.0,31.0,32.0,37.0,38.0,44.0,44.0,44.0,44.0,44.0,44.0,990,5.225252525252525,2.8066742437058467,1.0,3.0,5.0,7.0,10.0,35.0,77.0,200.0,272.0,448.0,535.0,690.0,750.0,854.0,904.0,964.0,978.0,990.0,990.0,990.0,990.0,0.0
8,False,380:09-11-2020:0,213,6.525821596244131,2.946942756405594,0.0,5.0,7.0,9.0,10.0,17.0,22.0,23.0,39.0,46.0,66.0,83.0,109.0,151.0,184.0,213.0,213.0,213.0,213.0,213.0,213.0,22791,8.078144881751568,5.41359924429023,0.0,4.0,8.0,12.0,18.0,1790.0,2871.0,4288.0,5613.0,6925.0,8519.0,9861.0,11295.0,12699.0,14013.0,15197.0,16380.0,17341.0,18314.0,19132.0,19949.0,0.0
9,True,848+421,401,5.1745635910224435,3.4899070720537924,0.0,2.0,6.0,8.0,10.0,64.0,82.0,128.0,147.0,168.0,195.0,226.0,261.0,307.0,357.0,401.0,401.0,401.0,401.0,401.0,401.0,80601,12.061326782546121,5.938244911312012,2.0,8.0,12.0,17.0,21.0,2132.0,3631.0,5633.0,7646.0,9964.0,12558.0,15284.0,18664.0,22701.0,27304.0,32349.0,37181.0,41938.0,46736.0,51198.0,55653.0,0.6910273007030271
