,mixed,sample_name,1_count_neighbours,1_mean,1_sd,1_percentile_5,1_percentile_25,1_percentile_50,1_percentile_75,1_percentile_95,1_neighbours_snp_0,1_neighbours_snp_1,1_neighbours_snp_2,1_neighbours_snp_3,1_neighbours_snp_4,1_neighbours_snp_5,1_neighbours_snp_6,1_neighbours_snp_7,1_neighbours_snp_8,1_neighbours_snp_9,1_neighbours_snp_10,1_neighbours_snp_11,1_neighbours_snp_12,1_neighbours_snp_13,1_neighbours_snp_14,1_neighbours_snp_15,2_count_neighbour_matrix,2_mean,2_sd,2_percentile_5,2_percentile_25,2_percentile_50,2_percentile_75,2_percentile_95,2_neighbours_snp_0,2_neighbours_snp_1,2_neighbours_snp_2,2_neighbours_snp_3,2_neighbours_snp_4,2_neighbours_snp_5,2_neighbours_snp_6,2_neighbours_snp_7,2_neighbours_snp_8,2_neighbours_snp_9,2_neighbours_snp_10,2_neighbours_snp_11,2_neighbours_snp_12,2_neighbours_snp_13,2_neighbours_snp_14,2_neighbours_snp_15,2_sample_vertex_betweenness
0,False,820:14-11-2020:1,326,5.803680981595092,3.127759376354845,0.0,3.0,6.0,8.0,10.0,22.0,42.0,64.0,89.0,112.0,139.0,165.0,201.0,247.0,287.0,326.0,326.0,326.0,326.0,326.0,326.0,53301,9.787827620494925,5.02236936557647,1.0,6.0,10.0,14.0,18.0,1535.0,3124.0,4894.0,6819.0,8987.0,11583.0,14424.0,17780.0,21653.0,25544.0,29337.0,33031.0,36447.0,39666.0,42606.0,45349.0,0.0
1,False,293:17-04-2021:0,42,7.095238095238095,2.0578170272251484,4.0,6.0,7.0,8.75,10.0,1.0,1.0,1.0,1.0,4.0,5.0,18.0,24.0,31.0,36.0,42.0,42.0,42.0,42.0,42.0,42.0,903,6.043189368770764,3.8920174737796516,0.0,3.0,6.0,9.0,13.0,61.0,138.0,212.0,278.0,352.0,429.0,504.0,563.0,631.0,698.0,769.0,821.0,856.0,877.0,900.0,902.0,0.0
2,False,309:03-08-2020:0,167,7.0119760479041915,2.9636106762506267,2.0,4.0,8.0,10.0,10.0,3.0,4.0,18.0,33.0,43.0,52.0,61.0,71.0,94.0,120.0,167.0,167.0,167.0,167.0,167.0,167.0,14028,9.153051040775592,5.176946001457537,1.0,5.0,9.0,14.0,17.0,665.0,1192.0,1784.0,2366.0,2966.0,3572.0,4275.0,5250.0,6659.0,7926.0,8884.0,9473.0,9909.0,10442.0,11055.0,11856.0,0.0
3,False,508:19-01-2021:0,210,6.357142857142857,2.90043247535389,0.45000000000000107,5.0,7.0,9.0,10.0,11.0,19.0,27.0,36.0,51.0,74.0,97.0,120.0,152.0,178.0,210.0,210.0,210.0,210.0,210.0,210.0,22155,9.232498307379824,5.20994372730848,1.0,5.0,10.0,14.0,17.0,1045.0,2065.0,3104.0,4133.0,5149.0,6231.0,7316.0,8549.0,9672.0,10732.0,11912.0,13259.0,14806.0,16577.0,18331.0,19797.0,0.07603763013102971
4,False,646:27-12-2020:0,52,7.8076923076923075,2.151501632817902,4.0,6.0,8.0,10.0,10.0,0.0,0.0,0.0,1.0,7.0,8.0,16.0,19.0,27.0,36.0,52.0,52.0,52.0,52.0,52.0,52.0,1378,6.013788098693759,3.2426373813191423,1.0,4.0,6.0,9.0,11.0,48.0,114.0,242.0,332.0,501.0,620.0,786.0,883.0,1028.0,1138.0,1247.0,1317.0,1371.0,1378.0,1378.0,1378.0,0.0
5,False,899:31-01-2021:1,112,6.955357142857143,2.8008634217569246,2.0,5.0,8.0,9.0,10.0,1.0,5.0,12.0,20.0,27.0,32.0,36.0,46.0,68.0,94.0,112.0,112.0,112.0,112.0,112.0,112.0,6328,5.365044247787611,3.9827895077367947,0.0,1.0,5.0,9.0,11.0,868.0,1633.0,2147.0,2561.0,2922.0,3230.0,3544.0,3942.0,4486.0,5102.0,5653.0,6022.0,6228.0,6306.0,6326.0,6328.0,0.0
6,False,172:19-12-2020:0,34,6.176470588235294,2.2626156522966565,3.0,4.0,6.5,8.0,9.0,0.0,1.0,1.0,6.0,10.0,11.0,17.0,21.0,30.0,33.0,34.0,34.0,34.0,34.0,34.0,34.0,595,4.465546218487395,2.405816358880751,1.0,3.0,4.0,6.0,9.0,18.0,55.0,134.0,228.0,320.0,416.0,468.0,523.0,558.0,578.0,590.0,595.0,595.0,595.0,595.0,595.0,0.0
7,False,261:31-03-2021:0,48,5.4375,3.0240613103094716,1.0,3.0,5.5,8.0,10.0,0.0,4.0,11.0,15.0,23.0,24.0,31.0,32.0,38.0,41.0,48.0,48.0,48.0,48.0,48.0,48.0,1176,5.50765306122449,2.979066128475318,1.0,3.0,5.0,8.0,10.25,37.0,91.0,217.0,322.0,498.0,606.0,753.0,840.0,955.0,1049.0,1117.0,1158.0,1168.0,1176.0,1176.0,1176.0,0.0
8,False,380:09-11-2020:0,231,6.445887445887446,2.7780769021452616,0.5,5.0,7.0,9.0,10.0,12.0,22.0,25.0,36.0,49.0,68.0,98.0,140.0,170.0,201.0,231.0,231.0,231.0,231.0,231.0,231.0,26796,8.404985818778922,5.376863256316525,1.0,4.0,8.0,13.0,18.0,1331.0,2788.0,4316.0,5925.0,7498.0,9303.0,10991.0,12755.0,14499.0,16069.0,17509.0,18865.0,20069.0,21197.0,22329.0,23344.0,0.0
9,True,848+421,419,5.241050119331742,3.442158392201552,0.0,2.0,6.0,8.0,10.0,55.0,86.0,128.0,150.0,174.0,201.0,235.0,273.0,320.0,372.0,419.0,419.0,419.0,419.0,419.0,419.0,87990,12.023979997727015,5.811664340780633,2.0,8.0,12.0,16.0,21.0,1665.0,3561.0,5736.0,8021.0,10515.0,13374.0,16477.0,20197.0,24617.0,29675.0,35235.0,40614.0,45992.0,51336.0,56454.0,61399.0,0.6221381505142719
